Address,Name,Width,Access,Reset,Bit_or_Field,Semantics,Clock_Domain,Clear_Rule,Status
"0x380C","CONTROL.RESET_STREAM_STATE","1","W1S/RO0","0","bit 2","Legal in any state. Clears enable; aborts FILLING as dropped; abandons committed or DMA-owned records; restores ownership; resets sequences; increments epoch and reset-events; invalidates snapshot. Writes while STREAM_RESET_BUSY=1 coalesce and do not create another epoch. After a simultaneous accepted stats clear RESET_EVENTS is 1. With an illegal simultaneous stats reset the reject latches first and this reset completion qualifies its later fatal W1C.","axi_aclk transport-reset coordinator with acknowledged transport/source CDC","Pulse has no stored state; completion clears STREAM_RESET_BUSY. Statistics and sticky errors otherwise retained; simultaneous accepted statistics clear precedes stream-reset accounting.","FROZEN"
"0x380C","CONTROL.RESERVED_ZERO","29","RAZ/WI","0","bits 31:3","Reserved; reads zero and writes are ignored.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3810","STATUS.C2H_ENABLED","1","RO","0","bit 0","Exact live readback of stored ENABLE_C2H.","axi_aclk","Clears with ENABLE_C2H clear fatal stream reset or hard reset.","FROZEN"
"0x3810","STATUS","32","RO","0x00000004","[31:0] summary","Live status register; reset value has only RING_EMPTY set.","axi_aclk plus synchronized source and ownership state","Individual live and sticky-alias clear rules apply.","FROZEN"
"0x3810","STATUS.C2H_ACTIVE","1","RO","0","bit 1","Set while any slot is not WRITABLE including FILLING COMMITTED DMA_OWNED or RELEASABLE or while the formatter is presenting or holding an AXIS beat.","axi_aclk plus synchronized ownership state","Live; clears when activity drains or resets.","FROZEN"
"0x3810","STATUS.RING_EMPTY","1","RO","1","bit 2","All four ring slots are WRITABLE.","axi_aclk synchronized ring state","Live; reset restores 1.","FROZEN"
"0x3810","STATUS.RING_FULL","1","RO","0","bit 3","No ring slot is WRITABLE.","axi_aclk synchronized ring state","Live; reset restores 0.","FROZEN"
"0x3810","STATUS.OVERFLOW_SEEN","1","RO","0","bit 4","Sticky alias of ERROR_STATUS.RING_OVERFLOW.","axi_aclk synchronized error state","ERROR_STATUS bit 0 W1C or hard reset.","FROZEN"
"0x3810","STATUS.DROP_SEEN","1","RO","0","bit 5","Sticky alias of ERROR_STATUS.RECORD_DROP.","axi_aclk synchronized error state","ERROR_STATUS bit 1 W1C or hard reset.","FROZEN"
"0x3810","STATUS.SOURCE_READY","1","RO","0","bit 6","Two-flop synchronized source condition init_done && !init_error && local_frontend_released.","source domain to two-flop axi_aclk synchronizer","Live; source reset disable or initialization failure clears it.","FROZEN"
"0x3810","STATUS.SOURCE_LOCKED","1","RO","0","bit 7","Set after a successful complete-line marker and length validation; cleared by source reset disable marker error or length error; two-flop synchronized.","source domain to two-flop axi_aclk synchronizer","Live source clear events or hard reset.","FROZEN"
"0x3810","STATUS.STREAM_RESET_BUSY","1","RO","0","bit 8","Transport-state reset and CDC acknowledgement are in progress.","axi_aclk with acknowledged transport/source CDC","Clears only when reset actions and all acknowledgements complete.","FROZEN"
"0x3810","STATUS.SNAPSHOT_BUSY","1","RO","0","bit 9","Snapshot request/acknowledgement and shadow capture are in progress.","axi_aclk","Clears on completed snapshot or stream/hard reset.","FROZEN"
"0x3810","STATUS.SNAPSHOT_VALID","1","RO","0","bit 10","Counter shadows contain one completed coherent generation.","axi_aclk","Invalidated by next accepted snapshot command statistics reset stream reset or hard reset.","FROZEN"
"0x3810","STATUS.FATAL_ERROR","1","RO","0","bit 11","Live OR of ERROR_STATUS bits 5:3.","axi_aclk synchronized error state","Clears only when all fatal RW1C bits are legally cleared or by hard reset.","FROZEN"
"0x3810","STATUS.RESERVED_ZERO","20","RO","0","bits 31:12","Reserved; reads zero and writes are ignored.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3814","RECORDS_ATTEMPTED","32","RO snapshot","0x00000000","[31:0]","Increments once at the same eligible active-line decision that assigns channel_attempt_sequence before final marker/length validation, whether or not a slot is available or the attempt later commits; wraps modulo 2^32.","source/formatter domain via Gray two-flop and request/ack snapshot to axi_aclk","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x3818","RECORDS_COMMITTED","32","RO snapshot","0x00000000","[31:0]","Increments once on atomic complete-record slot commit; wraps modulo 2^32.","source/formatter domain via Gray two-flop and request/ack snapshot to axi_aclk","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x381C","RECORDS_STREAMED","32","RO snapshot","0x00000000","[31:0]","Increments once on beat-511 TVALID && TREADY && TLAST handshake; wraps modulo 2^32.","axi_aclk snapshot shadow","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x3820","RECORDS_DROPPED","32","RO snapshot","0x00000000","[31:0]","Increments once for each consumed attempt that does not commit including ring-full and reset-aborted FILLING attempts; wraps modulo 2^32.","source/formatter domain via Gray two-flop and request/ack snapshot to axi_aclk","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x3824","OVERFLOW_COUNT","32","RO snapshot","0x00000000","[31:0]","Ring-full subset of RECORDS_DROPPED; one rejected record is one event independent of stall duration; wraps modulo 2^32.","source/ring domain via Gray two-flop and request/ack snapshot to axi_aclk","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x3828","SEQUENCE_DISCONTINUITIES","32","RO snapshot","0x00000000","[31:0]","Increments once when a streamed same-epoch channel-attempt sequence is not the previous streamed value for that same logical channel plus one modulo 2^32. Each channel has an independent baseline; its first record establishes it. Increments per discontinuous record not per missing value.","axi_aclk per-logical-channel continuity tracker and snapshot shadow","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x382C","BEATS_STREAMED_LO","32","RO snapshot","0x00000000","bits 31:0","Low half of one stable 64-bit counter snapshot; increments counter on every TVALID && TREADY beat; halves may be read in either order.","axi_aclk snapshot shadow","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS; 64-bit counter wraps modulo 2^64.","FROZEN"
"0x3830","BEATS_STREAMED_HI","32","RO snapshot","0x00000000","bits 63:32","High half of the same stable 64-bit accepted-beat counter snapshot.","axi_aclk snapshot shadow","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS; 64-bit counter wraps modulo 2^64.","FROZEN"
"0x3834","LAST_GLOBAL_STREAM_SEQUENCE","32","RO snapshot","0xFFFFFFFF","[31:0]","Global sequence of last record completed by beat-511 handshake. Validity is SNAPSHOT_STATUS bit 2; drops and abandoned records do not update it.","axi_aclk snapshot shadow","Sequence-valid clears on new epoch hard reset stream reset or stats reset; value returns to FFFFFFFF when invalid.","FROZEN"
"0x3838","RESET_EPOCH","32","RO live","0x00000000","[31:0]","Per-card shared-stream epoch. FPGA configuration establishes zero; each completed host PCIe/AXI or standalone C2H transport-formatter reset advances modulo 2^32. Overlapping causes coalesce. Source-line formatter source or NVP reset alone does not advance it. Read before and after snapshot and retry on change.","axi_aclk C2H transport-reset coordinator; configuration-initialized and not reset by axi_aresetn","Only FPGA configuration initializes zero; defined synchronized transport-reset completion increments; not cleared by stats reset.","FROZEN"
"0x383C","ERROR_STATUS.RING_OVERFLOW","1","RW1C","0","bit 0","Sticky nonfatal ring-full overflow/drop event; same-cycle set wins W1C.","source/ring sticky request latch through two-flop request/ack handshake to axi_aclk sticky register","W1C any time; same-cycle set wins; source latch clears only after AXI acknowledgement; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.RECORD_DROP","1","RW1C","0","bit 1","Sticky nonfatal whole-record drop event; same-cycle set wins W1C.","source/formatter sticky request latch through two-flop request/ack handshake to axi_aclk sticky register","W1C any time; same-cycle set wins; source latch clears only after AXI acknowledgement; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.SEQUENCE_DISCONTINUITY","1","RW1C","0","bit 2","Sticky nonfatal same-epoch channel-attempt sequence discontinuity; same-cycle set wins W1C.","axi_aclk","W1C any time; same-cycle set wins; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.FORMATTER_INTERNAL_ERROR","1","RW1C","0","bit 3","Sticky fatal formatter invariant/internal-state error; ordinary backpressure and defined drops are excluded; same-cycle set wins an otherwise legal W1C.","formatter-domain sticky request latch through two-flop request/ack handshake to axi_aclk sticky register","W1C only after stream reset while disabled inactive and ring empty; same-cycle set wins; source latch clears only after AXI acknowledgement; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.ILLEGAL_OWNERSHIP_STATE","1","RW1C","0","bit 4","Sticky fatal illegal ring ownership encoding or transition; same-cycle set wins an otherwise legal W1C.","ring/transport-domain sticky request latch through two-flop request/ack handshake to axi_aclk sticky register","W1C only after stream reset while disabled inactive and ring empty; same-cycle set wins; source latch clears only after AXI acknowledgement; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.TRANSPORT_ERROR","1","RW1C","0","bit 5","Sticky fatal AXIS transport reset or control protocol error including rejected statistics reset; same-cycle set wins an otherwise legal W1C.","axi_aclk transport manager","W1C only after stream reset while disabled inactive and ring empty; same-cycle set wins; FPGA configuration or PCIe/axi hard reset.","FROZEN"
"0x383C","ERROR_STATUS.RESERVED_ZERO","26","RAZ/WI","0","bits 31:6","Reserved; reads zero and writes are ignored.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3840","LAST_ERROR_CAUSE","32","RO","0x00000000","enum [31:0]","Most recent cause: 0 NONE; 1 RING_OVERFLOW; 2 RECORD_DROP; 3 SEQUENCE_DISCONTINUITY; 4 FORMATTER_INTERNAL_ERROR; 5 ILLEGAL_OWNERSHIP_STATE; 6 TRANSPORT_ERROR; 7 STATS_RESET_REJECTED. Same-cycle priority is 7 then 6 then 5 then 4 then 3 then 1 then 2, so specific ring overflow outranks generic drop.","axi_aclk","Accepted RESET_C2H_STATS clears unless a new accepted error coincides and wins; FPGA configuration or PCIe/axi hard reset dominates. Individual RW1C does not clear it.","FROZEN"
"0x3844","SNAPSHOT_COMMAND.CAPTURE","1","W1S/RO0","0","bit 0","Starts explicit coherent counter snapshot only when SNAPSHOT_BUSY=0 and STREAM_RESET_BUSY=0. Otherwise ignored without error or generation change. Stream reset invalidates a pending token; late stale acknowledgements cannot publish VALID.","axi_aclk to epoch-qualified acknowledged source-domain snapshot handshakes","Pulse has no stored state; completed snapshot or reset releases holds.","FROZEN"
"0x3844","SNAPSHOT_COMMAND.RESERVED_ZERO","31","RAZ/WI","0","bits 31:1","Reserved; reads zero and writes are ignored.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3848","SNAPSHOT_STATUS.BUSY","1","RO","0","bit 0","Snapshot request and source acknowledgements are outstanding.","axi_aclk","Completed snapshot or stream/hard reset. Reset marks the request token and epoch stale; late acknowledgements are ignored.","FROZEN"
"0x3848","SNAPSHOT_STATUS.VALID","1","RO","0","bit 1","All counter shadows belong to one completed snapshot generation.","axi_aclk","Next accepted capture invalidates until completion; stats stream or hard reset invalidates.","FROZEN"
"0x3848","SNAPSHOT_STATUS.LAST_GLOBAL_VALID","1","RO","0","bit 2","LAST_GLOBAL_STREAM_SEQUENCE shadow is valid for this generation.","axi_aclk","New epoch stats reset stream reset or hard reset clears validity.","FROZEN"
"0x3848","SNAPSHOT_STATUS.LAST_CHANNEL_VALID","1","RO","0","bit 3","LAST_CHANNEL_ATTEMPT_SEQUENCE shadow is valid for this generation.","axi_aclk","New epoch stats reset stream reset or hard reset clears validity.","FROZEN"
"0x3848","SNAPSHOT_STATUS.RESERVED_ZERO","28","RO","0","bits 31:4","Reserved; reads zero and writes are ignored.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x384C","SNAPSHOT_GENERATION","32","RO","0x00000000","[31:0]","Increments modulo 2^32 only when a complete snapshot becomes valid. First successful snapshot after FPGA configuration hard reset or accepted stats reset is 1. Stream reset retains generation and the next success increments it.","axi_aclk","Accepted RESET_C2H_STATS; stream reset invalidates snapshot but retains generation; FPGA configuration or PCIe/axi hard reset clears generation.","FROZEN"
"0x3850","RECORDS_ABANDONED","32","RO snapshot","0x00000000","[31:0]","Increments once for each committed or DMA-owned complete record discarded by reset before final handshake. FILLING aborts count as dropped instead. Wraps modulo 2^32.","axi_aclk transport/reset manager snapshot shadow","FPGA configuration; PCIe/axi hard reset; accepted RESET_C2H_STATS.","FROZEN"
"0x3854","RESET_EVENTS","32","RO snapshot","0x00000000","[31:0]","Increments once per epoch-advance episode; overlapping or repeated reset causes while busy coalesce. Initial FPGA configuration epoch is excluded. Following hard-reset counter clear the new-epoch release produces value 1. Wraps modulo 2^32.","axi_aclk C2H transport-reset coordinator snapshot shadow; coordinator epoch state is not reset by axi_aresetn","FPGA configuration; PCIe/axi hard reset clears statistics then synchronized release increments to 1; accepted RESET_C2H_STATS.","FROZEN"
"0x3858","LAST_CHANNEL_ATTEMPT_SEQUENCE","32","RO snapshot","0xFFFFFFFF","[31:0]","Per-channel attempt sequence carried by the last completely streamed record. Validity is SNAPSHOT_STATUS bit 3; dropped attempts consume sequence but do not directly update this streamed-last value.","axi_aclk final-beat tracker using committed descriptor snapshot shadow","Sequence-valid clears on new epoch hard reset stream reset or stats reset; value returns to FFFFFFFF when invalid.","FROZEN"
"0x385C..0x387C","RESERVED_ZERO_GLOBAL","288","RAZ/WI","all zero","9 aligned 32-bit words covering byte range 0x385C..0x387F","Reserved global-page words. Every aligned or unaligned read returns zero; every write is ignored with AXI OKAY.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3880..0x38FC","RESERVED_ZERO_SCHEDULER","1024","RAZ/WI","all zero","32 aligned 32-bit words covering byte range 0x3880..0x38FF","Reserved scheduler/throughput page; scheduler is not implemented in G2B.","axi_aclk","Constant zero.","FROZEN_RESERVED_NOT_IMPLEMENTED"
"0x3900..0x397C","RESERVED_ZERO_CHANNEL0","1024","RAZ/WI","all zero","32 aligned 32-bit words covering byte range 0x3900..0x397F","Reserved per-channel expansion page; G2B exposes required counters only in the global page.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
"0x3980..0x39FC","RESERVED_ZERO_CHANNEL1","1024","RAZ/WI","all zero","32 aligned 32-bit words covering byte range 0x3980..0x39FF","Reserved logical-channel-1 page; two-channel implementation is absent.","axi_aclk","Constant zero.","FROZEN_RESERVED_NOT_IMPLEMENTED"
"0x3A00..0x3A7C","RESERVED_ZERO_SELECTION","1024","RAZ/WI","all zero","32 aligned 32-bit words covering byte range 0x3A00..0x3A7F","Reserved selection/command page; dynamic channel selection is absent in G2B.","axi_aclk","Constant zero.","FROZEN_RESERVED_NOT_IMPLEMENTED"
"0x3A80..0x3BFC","RESERVED_ZERO_EXPANSION","3072","RAZ/WI","all zero","96 aligned 32-bit words covering byte range 0x3A80..0x3BFF","Reserved future diagnostics error and throughput expansion. No G2B feature is advertised here.","axi_aclk","Constant zero.","FROZEN_RESERVED_ZERO"
