"file","change","old_line","new_line","line_sha256","synthesis_scope","construct_family","production_standard_class","disposition","source_text"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","76","54A7A05503B1D35D1B9518518FB72F798826F19B6834309C847D6699674267C9","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE","    -- R1f passive phase accounting and transaction-event interface.  These"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","77","E2516865EB30123D6D95C9FD429D7C5C4FC6A64DBD828E7352DEDA1295214CA7","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE","    -- outputs have no fanout into the inherited functional state machine."
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","78","02B83D80DCECEF2C0697D9D069C5AF7E12F165E16AB03894E9030222AA357778","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE","    -- phase counters pack {RADDR nack,opp, DATA nack,opp,"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","79","A3313021462697CDF861225D3D83D15893E9D0BB87617B33F4D71254E0617A20","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE","    --                      REGADDR nack,opp, WADDR nack,opp} in 32-bit lanes."
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","80","AB67B70E9015E1DA7D1624D6C93B6DFBC794F72F81D78467F9076C3E98006DC4","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_phase_counters_dbg       : out std_logic_vector(255 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","81","21CA22586811C625F823C0E84C15505F495D390E7AB4ACCBF2F1EBD1FC640454","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE","    -- transaction counters pack {timeouts, failed, completions, starts}."
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","82","0019A4A91B7DA05969C361F406771ED83A857EBC4398B5C16D1899C1F187B49A","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_transaction_counters_dbg : out std_logic_vector(127 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","83","797D4D29F0ACCCCFDEA9D134355CE4C6F2FF837860D5FADED242245EFE2F1651","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_transaction_serial_next_dbg : out std_logic_vector(15 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","84","B3A1744F436600DA935A60622FEFF64F3C8B17185592099D5F1B652E71775F16","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_transaction_serial_overflow_dbg : out std_logic;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","85","1112BCB10291BD8F9544473B180C52FBEFA97755267EC0553DDEE73B95ACB81B","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_failed_txn_record_valid_dbg : out std_logic;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","86","981945EE92BD6EC49D83BAD4DA1E5C7C9A8DFE8EB5AD9862761EF4514960F2E5","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_failed_txn_record_dbg       : out std_logic_vector(191 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","87","DEC3D5F83465636EEBF3CC261E4F8375E74C7DA7976CA8DB4AD2FAFC4C16F0C0","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_bank_invariant_check_count_dbg : out std_logic_vector(31 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","88","A031C3CCC5C50D6724EFEF45376995E0F606B966C341332BED88FD2EBE212E9A","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_bank_invariant_error_count_dbg : out std_logic_vector(31 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","89","7B14E923C1C4FA9DF4501D77DF743B1F87ED45A979231A518733C91FF02E86F4","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    r1f_first_bank_invariant_error_dbg : out std_logic_vector(31 downto 0)"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","117","E74E179B7C1A007754684055F87FDE1AA0AD7E4C392B710874E0AF8C8F752B82","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  function sat_inc32(value : unsigned(31 downto 0)) return unsigned is"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","118","8EDD123376F4332998295C75BF6C00885F2B58AF5BFD8B857D6E142895E27EDA","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  begin"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","119","41C31C0208F6E6F7AAB596EF3CCA099A0206FFCAF1EBF271D485F93B3D605BBD","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    if value = x""FFFFFFFF"" then return value; end if;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","120","8102EEC082EE8D55261EAE5EDDDE37E872910E35EF07BFCBA666A01FDA5D0BB7","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    return value + 1;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","121","3BD34FDBFE615808625F71EA8D964085F56F1618E20BE0D0D60205515ED37046","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  end function;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","122","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE",""
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","123","2F3232CC64913DCF53BB5B775366894879C289B9A5DEA7EFF662E3014B3ED2A3","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  function sat_add32(value : unsigned(31 downto 0); amount : natural)"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","124","DBEC867D924BB6416EAF2894F59CBABA06FFC580E01FCB1A1C544453836EBC4B","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    return unsigned is"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","125","A36B91318B24A3B39068B0404B9CB3DF9F14A4103F9B1BF8323C4EACCEBB9D84","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    variable wide : unsigned(32 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","126","8EDD123376F4332998295C75BF6C00885F2B58AF5BFD8B857D6E142895E27EDA","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  begin"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","127","B38EC8A586B8D169FC49256C6D6CD92F1FD2CA7D57F3259A3969B822ABD326C8","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    wide := ('0' & value) + to_unsigned(amount, 33);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","128","7411B86FCB2758B50777997335160B04E0C792B8506AE7D9F0F42EB3747F3068","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    if wide(32) = '1' then return unsigned'(x""FFFFFFFF""); end if;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","129","B2A907EA51A7D113CFE1795E36E619CAFF898C0D44E9D462B86E86C0C1DD422F","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    return wide(31 downto 0);"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","130","3BD34FDBFE615808625F71EA8D964085F56F1618E20BE0D0D60205515ED37046","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  end function;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","131","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE",""
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","132","DC2A7E4A4026AD1ACA01E7A7FED073E31E75808CACDDBF9B76B3F4932AA3E63B","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  function popcount4(value : std_logic_vector(3 downto 0)) return natural is"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","133","A0B4A572288CA89BFF155643DACE8916E585B012FDF834D986443F0B63D26504","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    variable result : natural range 0 to 4 := 0;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","134","8EDD123376F4332998295C75BF6C00885F2B58AF5BFD8B857D6E142895E27EDA","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  begin"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","135","F50BC15009BBB772A5961C4F9B63CA9119297D2CD9D867004239D212C84CCBC7","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    for i in value'range loop"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","136","0E8B760A8CD78271B171AE1BE6E341E23B0EEEDBEE9EC0C96BBE186909631F5B","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","      if value(i) = '1' then result := result + 1; end if;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","137","6C8E983ECBDB1F1D68C9FCC7D5C3E824C2BAE8BDF99C43521D1F65F15EADEB1B","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    end loop;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","138","B2EAF62621C4B4A6B3468F4CCED847362DE214088B923A7BE5A8DF6F37623227","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","    return result;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","139","3BD34FDBFE615808625F71EA8D964085F56F1618E20BE0D0D60205515ED37046","PRODUCTION_SYNTHESIS_SOURCE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_OR_STRUCTURAL_LINE","VIVADO_DEFAULT_NON_2008_COMPATIBLE_BY_EXACT_CONTEXT_AUDIT","NO_REWRITE","  end function;"
"rtl/nvp/nvp6134c_i2c_bringup.vhd","ADDED","","140","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","PRODUCTION_SYNTHESIS_SOURCE","COMMENT_OR_BLANK","NOT_EXECUTABLE_LANGUAGE_CONSTRUCT","NO_REWRITE",""
