bank,register,target,contributors,may_be_modified,nvp6134c_write_compatibility,current_v41_init_mentions_target,positive_safe_read_authority,read_side_effect_status,known_blacklist_intersection,write_only_status,baseline_method,forward_readback_rule,rollback_value_source,rollback_readback,symbolic_preserved_field,closure_status
0x00,0x34,B00:R34,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x3C,B00:R3C,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x40,B00:R40,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x44,B00:R44,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x48,B00:R48,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x4C,B00:R4C,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x50,B00:R50,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x58,B00:R58,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x5C,B00:R5C,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x64,B00:R64,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x81,B00:R81,AHD1080P25;AHD_CVI_DISCRIMINATOR,YES,PROVEN_REGISTER_VALUE,YES,SCAN0_REGISTER_AUTHORITY_MATRIX:NVP6134C_DATASHEET,NO_KNOWN_READ_SIDE_EFFECT_PROVEN,NO,NOT_WRITE_ONLY_UNDER_ACCEPTED_AUTHORITY,TWO_FULL_BYTE_READS_A_AND_B,EXACT_OR_FROZEN_MASK,CAPTURED_PRE_CAMPAIGN_FULL_BYTE,EXACT_BASELINE_EQUALITY,NO,AUTHORIZED
0x00,0x85,B00:R85,AHD1080P25;AHD_CVI_DISCRIMINATOR,YES,PROVEN_REGISTER_VALUE,YES,SCAN0_REGISTER_AUTHORITY_MATRIX:NVP6134C_DATASHEET,NO_KNOWN_READ_SIDE_EFFECT_PROVEN,NO,NOT_WRITE_ONLY_UNDER_ACCEPTED_AUTHORITY,TWO_FULL_BYTE_READS_A_AND_B,EXACT_OR_FROZEN_MASK,CAPTURED_PRE_CAMPAIGN_FULL_BYTE,EXACT_BASELINE_EQUALITY,NO,AUTHORIZED
0x00,0x89,B00:R89,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x8E,B00:R8E,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0x93,B00:R93,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0xA0,B00:RA0,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x00,0xA4,B00:RA4,AHD1080P25;COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x01,0x84,B01:R84,AHD1080P25;AHD_CVI_DISCRIMINATOR,YES,PROVEN_REGISTER_VALUE,YES,SCAN0_REGISTER_AUTHORITY_MATRIX:NVP6134C_DATASHEET,NO_KNOWN_READ_SIDE_EFFECT_PROVEN,NO,NOT_WRITE_ONLY_UNDER_ACCEPTED_AUTHORITY,TWO_FULL_BYTE_READS_A_AND_B,EXACT_OR_FROZEN_MASK,CAPTURED_PRE_CAMPAIGN_FULL_BYTE,EXACT_BASELINE_EQUALITY,NO,AUTHORIZED
0x01,0x8C,B01:R8C,AHD1080P25;AHD_CVI_DISCRIMINATOR,YES,PROVEN_REGISTER_VALUE,YES,SCAN0_REGISTER_AUTHORITY_MATRIX:NVP6134C_DATASHEET,NO_KNOWN_READ_SIDE_EFFECT_PROVEN,NO,NOT_WRITE_ONLY_UNDER_ACCEPTED_AUTHORITY,TWO_FULL_BYTE_READS_A_AND_B,EXACT_OR_FROZEN_MASK,CAPTURED_PRE_CAMPAIGN_FULL_BYTE,EXACT_BASELINE_EQUALITY,NO,AUTHORIZED
0x01,0xA8,B01:RA8,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x01,0xBC,B01:RBC,ACP_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x01,0xC2,B01:RC2,ROUTE_CH1_TO_VDO1,YES,ACCEPTED_V41_MASKED_ROUTE,YES,ACCEPTED_DIAG1_DIAG2_FULL_BYTE_SAVE_MASKED_ROUTE_RESTORE,NO_KNOWN_READ_SIDE_EFFECT_PROVEN,NO,NOT_WRITE_ONLY_UNDER_ACCEPTED_AUTHORITY,TWO_FULL_BYTE_READS_A_AND_B,EXACT_OR_FROZEN_MASK,CAPTURED_PRE_CAMPAIGN_FULL_BYTE,EXACT_BASELINE_EQUALITY,NO,AUTHORIZED
0x01,0xED,B01:RED,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,preserve all bits except CH1 bit; old byte required,BLOCKING_AUTHORITY_GAP
0x02,0x02,B02:R02,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x02,0x28,B02:R28,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x02,0x29,B02:R29,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x02,0x2A,B02:R2A,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x02,0x2B,B02:R2B,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x02,0x2C,B02:R2C,FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x00,B03:R00,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x03,B03:R03,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x05,B03:R05,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x0A,B03:R0A,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x0B,B03:R0B,ACP_BAUD;ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x0D,B03:R0D,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x0E,B03:R0E,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x2F,B03:R2F,ACP_BAUD,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x3A,B03:R3A,ACP_RX_CLEAR,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x60,B03:R60,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x62,B03:R62,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x63,B03:R63,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x64,B03:R64,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x66,B03:R66,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x67,B03:R67,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x03,0x68,B03:R68,ACP_RX,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x00,B05:R00,COMMON;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x01,B05:R01,COMMON;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x05,B05:R05,COMMON;SLICE_SEARCH,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x08,B05:R08,COMMON;SLICE_SEARCH,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x0E,B05:R0E,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,NO,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x11,B05:R11,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x1B,B05:R1B,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x20,B05:R20,AHD1080P25;FHD_COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x23,B05:R23,COMMON,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x24,B05:R24,AHD1080P25;AHD_CVI_DISCRIMINATOR,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
0x05,0x25,B05:R25,AHD1080P25,YES,CONTROLLED_NVP6134C_COMPATIBILITY_TEST_REQUIRED,YES,NOT_PROVEN,UNCLASSIFIED_NOT_PROVEN_SAFE,NO,UNCLASSIFIED,BLOCKED_NO_SAFE_BASELINE_METHOD,NOT_AUTHORIZED,UNAVAILABLE,NOT_AUTHORIZED,NO,BLOCKING_AUTHORITY_GAP
