"ID","Path","Filename","Size_Bytes","Modified_Time","SHA256","Artifact_Type","Expected_By_Original_Prompt","Status","Notes"
"REC-0012","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\console.stdout.log","console.stdout.log","1601","2026-08-31T20:10:02.1395498+02:00","3E0BA187008E967AEAC3588B338F2CE1F97972E1CAC71AEA59C1969F1116F1AB","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0013","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\dfx_runtime.txt","dfx_runtime.txt","114","2026-08-31T20:10:01.7345504+02:00","8DF93A3661B17B30842741CA2C71AC827C71E481232FBE6E3D68476B114126C3","AUXILIARY_ARTIFACT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0014","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\experiment_result.json","experiment_result.json","1805","2026-08-31T20:10:02.4635493+02:00","42EFEBF8B2D9B748C439680ED96D40DD96B91131B92EBDF372BCBDCD11D92876","EXPERIMENT_STATE_JSON","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0015","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\experiment_result.txt","experiment_result.txt","1552","2026-08-31T20:10:02.5615519+02:00","1C2CAF191971516D0DDDF1004B76F48FD37C3ECFF18627569D29664221D08D03","TIMEOUT_OR_RESULT_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0016","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\launch_command.txt","launch_command.txt","612","2026-08-31T20:08:55.3170218+02:00","E94241C12A10160F01964B2FE01EB037F241B6B829BC7EFED7255E86697ADED5","LAUNCH_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0017","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\output_hashes.csv","output_hashes.csv","217","2026-08-31T20:10:02.3315511+02:00","C6715FC4A546555CADD1760BC282C77DDE5B0DB095DD62533C6AE2A18484A31F","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0018","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\process_samples.csv","process_samples.csv","1184","2026-08-31T20:10:02.2055490+02:00","79ACC68F4D248CED00587C41A65DA871ACE09A587DCE7C08108DAD6445E11B66","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0019","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP000_FULL_PATHS\subconstraint.xdc","subconstraint.xdc","3011","2026-08-31T20:08:55.2706944+02:00","73707305DD67FC2F6C5A3D1D8B6E44F007C0D7ECCF39EE708CF6B52CA47F55C5","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0020","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\console.stderr.log","console.stderr.log","0","2026-08-31T20:14:48.1210096+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0021","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\console.stdout.log","console.stdout.log","6521","2026-08-31T20:14:47.7616536+02:00","A109BF8FC0AF34D695EC5CF04F51661E731AF88CB6F9E64408C46442CFA9E79C","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0022","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\dfx_runtime.txt","dfx_runtime.txt","114","2026-08-31T20:14:47.4295327+02:00","1EF59B169F6BA69C6EA605D4BCFDA00D8426C9AE14615467817EFCA34C7B8F50","AUXILIARY_ARTIFACT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0023","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\experiment_result.json","experiment_result.json","1797","2026-08-31T20:14:48.2299931+02:00","8A4F5AC62DBB3C65D47CA68D5063ED1C452F1BCED136E55AB75C8D6093031F46","EXPERIMENT_STATE_JSON","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0024","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\experiment_result.txt","experiment_result.txt","1546","2026-08-31T20:14:48.2703284+02:00","20D17387FCCC8C48B7ED6BF98D71A357FF98520CB8806AD42E1D9F14E2FBF427","TIMEOUT_OR_RESULT_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0025","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\launch_command.txt","launch_command.txt","601","2026-08-31T20:10:52.7448303+02:00","6C1481DC95B350F95EEDDAD448B1529AD856E685ABADF6FE4E923B7F42EC9751","LAUNCH_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 E0737EC308508E1DC8E8340C68C15A451D8C10487964ADA853ECE3CB1D84EFF8, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0026","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\output_hashes.csv","output_hashes.csv","217","2026-08-31T20:14:48.1837139+02:00","5E9C5F577661D488ADED5CE78DA112930F5160B152DF83AFBBCC0E03F46A8D0D","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0027","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\process_samples.csv","process_samples.csv","3842","2026-08-31T20:14:48.1329955+02:00","541A9D214A16344DDDAF5E45FD50D827A9E4B8F2914AD9D8E86C057B49AF04CD","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0028","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\subconstraint.xdc","subconstraint.xdc","3011","2026-08-31T20:10:52.6978300+02:00","BC7305C71DB28432984C880FC5564ECFA7F77062063C9A7D285B8248323B0563","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0029","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP001_FULL_PATHS\worker_status.txt","worker_status.txt","56","2026-08-31T20:11:35.1332577+02:00","359A90F53BB913AA6BF336D386C29BE7310A4503C5194B10DBF0015AE4FB0CDD","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
"REC-0030","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\.Xil\Vivado-15608-NBLSUDUL\.lpr",".lpr","425","2026-08-31T20:17:14.4218501+02:00","B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69","AUXILIARY_ARTIFACT","NO","UNKNOWN","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Tool-internal or temporary artifact; preserved but not relied on as a result."
"REC-0031","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\console.stderr.log","console.stderr.log","0","2026-08-31T20:26:12.9743482+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0032","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\console.stdout.log","console.stdout.log","50708","2026-08-31T20:26:12.9541509+02:00","C6320C5CBE943B5C8208BD0D4878D9149099C7CB18B419ADD6F8EC8B45DE1202","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0033","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\experiment_result.json","experiment_result.json","1809","2026-08-31T20:26:13.1945610+02:00","FDA4E7D263D97B532BCE2584E3543B3B9A5E8EC2B61ACA1D09DA5B37FE07F955","EXPERIMENT_STATE_JSON","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 A3BA0772543C92588C394DBE0F7106672302D0BB7E142B21526EE75E8B98088D, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0034","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\experiment_result.txt","experiment_result.txt","1556","2026-08-31T20:26:13.2591965+02:00","D03B6C90D05A05AC5C7C84FCA2C5E7ECB569D0C92F7E14522311985B5F4347CA","TIMEOUT_OR_RESULT_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 A3BA0772543C92588C394DBE0F7106672302D0BB7E142B21526EE75E8B98088D, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0035","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\launch_command.txt","launch_command.txt","603","2026-08-31T20:16:11.3532122+02:00","E1E3665E68AC71E27DD49B36675190A957DE09B0B9784451C9D8BDC2176421EB","LAUNCH_RECEIPT","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating. Provenance_Limitation=receipt records historical worker SHA256 A3BA0772543C92588C394DBE0F7106672302D0BB7E142B21526EE75E8B98088D, but that worker body is not preserved; its path now contains B17B15A3FC99F53EEA39F6BAA3BCA754C1BA54B9F08D353C109998500F2A4749. Early receipt schema has 26 fields and locale-rendered numeric arguments."
"REC-0036","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\output_hashes.csv","output_hashes.csv","415","2026-08-31T20:26:13.0835610+02:00","C1A8C52F9F85A480AA725F016F8C502237FBB865241EC4CF756D84DE36153C92","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0037","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\process_samples.csv","process_samples.csv","9877","2026-08-31T20:26:12.9843472+02:00","F49D97130698AAF1081CF2A991F2626335DD65B9DE9992B4B821DCA5483603C1","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0038","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\process_tree_at_timeout.csv","process_tree_at_timeout.csv","1389","2026-08-31T20:26:12.5821561+02:00","ED847C06D2908482E6253A388B29CE41F6434C57FEAA167100B20473CF76CBF9","TIMEOUT_PROCESS_TREE","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0039","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\route_status.rpt","route_status.rpt","651","2026-08-31T20:20:16.2641886+02:00","992F40C30E1345C4C777B6F52C929CE3CCE2B218A5C87948B1E2DC9F0A2BFC46","METHODOLOGY_OR_ROUTE_REPORT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0040","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\subconstraint.xdc","subconstraint.xdc","3011","2026-08-31T20:16:11.3192153+02:00","BC7305C71DB28432984C880FC5564ECFA7F77062063C9A7D285B8248323B0563","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0041","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP002_FULL_TIMING\worker_status.txt","worker_status.txt","57","2026-08-31T20:16:42.4033737+02:00","DD3382B5E961A2C5658B1F21CC9E08A542C1BEA0694AACCCEBE31D3B2C1B5BF1","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
"REC-0042","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\.Xil\Vivado-2824-NBLSUDUL\.lpr",".lpr","425","2026-08-31T20:35:38.9076227+02:00","B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69","AUXILIARY_ARTIFACT","NO","UNKNOWN","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Tool-internal or temporary artifact; preserved but not relied on as a result."
"REC-0043","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\console.stderr.log","console.stderr.log","0","2026-08-31T20:40:51.6269631+02:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","STDERR_LOG","NO","EMPTY","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Zero-byte artifact; expected-empty stderr is not a successful experiment result."
"REC-0044","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\console.stdout.log","console.stdout.log","3536","2026-08-31T20:40:51.5989639+02:00","AAC26060E795A466BB6409C055D9BEE06AAAC0FA226B2419923BDA18BABB03D4","STDOUT_LOG","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0045","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\experiment_result.json","experiment_result.json","1918","2026-08-31T20:40:51.9619611+02:00","274EB57E1F339604D9807AF7DDFD417EBF3A0FF69434B9201944F5EEA80B0736","EXPERIMENT_STATE_JSON","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0046","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\experiment_result.txt","experiment_result.txt","1637","2026-08-31T20:40:52.0849660+02:00","F6C24DBD3EAF12C30C6C88DA0A22828E4A6E8C0F9EF1E3E57693CD79E7C424B8","TIMEOUT_OR_RESULT_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0047","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\launch_command.txt","launch_command.txt","572","2026-08-31T20:33:50.1321305+02:00","746A4D55316570AF6D198CB4AE850279F203672800B2A44D3725FB6FBB57DE02","LAUNCH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0048","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\output_hashes.csv","output_hashes.csv","321","2026-08-31T20:40:51.8049671+02:00","503825432CA6DF34B92F0A2F6C1B25522BBEC8CE92C7224A2C0C088D660B9567","HASH_RECEIPT","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0049","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\process_samples.csv","process_samples.csv","6797","2026-08-31T20:40:51.6439630+02:00","DDEAE9AFDC3D4221A292D9C780BC83653F9058F89A41915BCA68475030FFFC14","PROCESS_STATE_SAMPLES","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0050","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\process_tree_at_timeout.csv","process_tree_at_timeout.csv","1331","2026-08-31T20:40:51.0197939+02:00","3B3609EE8B5A7CE712F167748A485129D9F61166B3918C9320FB6A45EA97CC3F","TIMEOUT_PROCESS_TREE","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0051","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\subconstraint.xdc","subconstraint.xdc","285","2026-08-31T20:33:50.0839824+02:00","41C66434CD3A31874A9ABD4933D6B24081DFF8D656C2BD8A8EAD8B7B7D385966","TEMPORARY_XDC","NO","COMPLETE","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Complete preserved receipt/log as a file; experiment outcome may still be failed, timed out, partial, or non-gating."
"REC-0052","C:\FPGA\G2B_BS0_GROUP9_ANALYSIS_20260831\experiments\EXP003_DEEP_1X1_TIMING\worker_status.txt","worker_status.txt","57","2026-08-31T20:34:39.7451878+02:00","58D9DDB24D4A1061452AC1B3271E1A844DD412729968A3A119890E8070F5C742","WORKER_STATE","NO","PARTIAL","Referenced_By=experiment receipts/hashes and interrupted report reconstruction; Intermediate/stale worker-state receipt; use immutable experiment_result files for final phase."
