RowID	Rule	Severity	DestinationEndpoint	ProductPhysicalSource	DiagnosticPhysicalSource	SourceClock	DestinationClock	Exception	SemanticFamily	GoverningToken	ProtocolProof	EarliestUseBarrier	ReplacementGroup
CDC1-CHG-0024	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[17]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0025	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[18]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0026	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[19]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0027	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[1]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0028	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[20]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0029	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[21]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0030	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[22]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0031	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[23]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0032	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[24]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0033	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[25]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0034	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[26]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0035	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[27]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0036	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[28]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0037	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[29]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0038	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[2]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0039	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[30]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0040	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[31]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0041	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[3]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0042	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[4]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0043	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[5]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0044	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[6]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0045	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[7]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
CDC1-CHG-0046	CDC-1	Critical	G2B_ONECH_C2H/global_stream_next_axi_reg[8]/CE	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C	G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C	nvp_vclk1	userclk1	Max Delay Datapath Only	RESET_COMMIT_STABLE_PAYLOAD	commit_sync2_axi[3:0]_completion_barrier	transport request/ack plus synchronized four-slot commit equality	GROUP_13_EARLIEST_USE_GE_32NS_AND_6NS_SETTLING_CAP	GROUP_13_CHECK_5_RESET_COMMIT_PHASE_COMPLETION_BARRIER
